0.73125 0.372179
0.147652 0.283949
0.137255 0.154163
0.272422 0.0149061
0.347965 0.25645
0.160503 0.173266
0.741143 0.484754
0.583505 0.335356
0.15002 0.683293
0.232738 0.138564
0.414435 0.391558
0.980184 0.0915989
0.46939 0.187746
0.244641 0.247978
0.482401 0.464953
0.219582 0.482847
0.16645 0.168472
0.975165 0.149281
0.827736 0.473886
0.00258414 0.281847
0.629718 0.199583
0.194514 0.0365119
0.190807 0.199859
0.13312 0.0970179
0.0199581 0.505956
0.250062 0.100679
0.0174157 0.350646
0.38652 0.112173
0.636286 0.0266641
0.141615 0.286479
0.710965 0.618462
0.498161 0.103073
0.292406 0.136025
0.256908 0.07574
0.208547 0.143891
0.26636 0.127719
0.0506903 0.0950585
0.136652 0.470535
0.663617 0.627749
0.20046 0.26459
0.224895 0.215924
0.0616686 0.0751471
0.662146 0.0962957
0.14398 0.372212
0.236783 0.0132655
0.151176 0.646848
0.126674 0.0410154
0.676255 0.0173788
0.82094 0.330784
0.198204 0.0525484
0.365397 0.287504
0.545547 0.122037
0.0279606 0.263924
0.485954 0.163113
0.930628 0.0200792
0.0195434 0.488552
0.380512 0.541591
0.0232205 0.0572403
0.405147 0.141404
0.0581514 0.451595
0.295259 0.0822001
0.634412 0.00197949
0.218565 0.943134
0.689231 0.111582
0.203776 0.033287
0.127216 0.132853
0.0328373 0.14885
0.531412 0.2007
0.279839 0.0583017
0.401022 0.583234
0.091133 0.00750868
0.132725 0.148002
0.390947 0.263738
0.18017 0.457048
0.0504079 0.582245
0.265684 0.364125
0.55692 0.0334455
0.917578 0.872484
0.0939788 0.318312
0.191497 0.0304295
0.298944 0.897284
0.0688179 0.597555
0.185026 0.167157
0.802672 0.109439
0.0599611 0.680114
0.343738 0.913727
0.00622891 0.958232
0.554734 0.296541
0.393178 0.350294
0.095459 0.000627882
0.177946 0.0721457
0.0854039 0.00689607
0.00865043 0.155417
0.137484 0.71539
0.620566 0.528051
0.502719 0.316647
0.682183 0.270196
0.572824 0.0654797
0.279689 0.11233
0.282473 0.0377239
0.496438 0.0165123
0.22143 0.127096
0.579364 0.285782
0.356151 0.841108
0.0629528 0.591784
0.384176 0.30269
0.318735 0.122789
0.838789 0.232181
0.198983 0.581613
0.172425 0.40706
0.144788 0.137956
0.0830683 0.150677
0.21358 0.436392
0.213808 0.112897
0.232448 0.234733
0.157074 0.169421
0.684285 0.055019
0.296345 0.0345852
0.236834 0.914056
0.10754 0.489501
0.39629 0.179256
0.0210048 0.0111339
0.487721 0.133704
0.441275 0.0475868
0.17613 0.689602
0.723714 0.0127722
0.0619182 0.0254348
0.286402 0.0725016
0.339465 0.130352
0.0159257 0.0534991
0.0765953 0.308902
0.00930674 0.0608319
0.732979 0.23267
0.0348153 0.0486602
0.853226 0.402289
0.162629 0.238871
0.137509 0.0643096
0.51476 0.377041
0.254434 0.0675557
0.154893 0.0291922
0.149391 0.125347
0.570111 0.0573198
0.146411 0.976316
0.0338549 0.089859
0.144382 0.0944237
0.144304 0.0302208
0.359687 0.0308195
0.165266 0.0347993
0.166846 0.5468
0.323286 0.661348
0.0415927 0.0184087
0.709275 0.124904
0.385544 0.420471
0.61476 0.0912984
0.869833 0.481829
0.031978 0.106484
0.396523 0.0639592
0.477735 0.123091
0.445307 0.000858928
0.774395 0.0153338
0.389141 0.0519051
0.0797102 0.0658347
0.980722 0.132711
0.347445 0.683479
0.786313 0.183752
0.607174 0.877129
0.190443 0.638796
0.11005 0.950057
0.522258 0.0950997
0.408328 0.448577
0.644995 0.505255
0.231614 0.253801
0.145319 0.29162
0.259689 0.416769
0.505185 0.450146
0.752625 0.0178273
0.12759 0.383506
0.544929 0.315593
0.280978 0.446403
0.363469 0.0230483
0.90137 0.947892
0.531113 0.0644425
0.0187096 0.127758
0.250814 0.79857
0.137791 0.0781231
0.556473 0.867857
0.367094 0.0153132
0.901979 0.317197
0.792778 0.525907
0.143615 0.314239
0.608677 0.00180813
0.3548 0.899092
0.371357 0.239962
0.147139 0.0372191
0.726394 0.0976344
0.0131317 0.122591
0.165501 0.220693
0.167278 0.707082
0.407781 0.318243
0.197846 0.976898
0.00835745 0.396832
0.173509 0.0318268
0.346651 0.0178464
0.237753 0.156081
0.286171 0.341736
0.546697 0.0690698
0.977113 0.0381088
0.0433381 0.133518
0.463218 0.138297
0.195237 0.231738
0.268575 0.0199504
0.0274284 0.00734893
0.0807538 0.900043
0.757549 0.262086
0.0455583 0.565049
0.718537 0.570651
0.210672 0.269553
0.25089 0.312997
0.051673 0.227082
0.0874001 0.0285659
0.0811488 0.759974
0.365584 0.580319
0.393737 0.576733
0.736562 0.00819709
0.123129 0.463164
0.228766 0.260534
0.627263 0.015439
0.37313 0.239269
0.498367 0.553165
0.718777 0.673514
0.124198 0.145146
0.167148 0.0244844
0.243534 0.216764
0.298451 0.557674
0.00220881 0.860803
0.479111 0.151252
0.10826 0.345289
0.776873 0.289156
0.45929 0.218861
0.765006 0.214103
0.0443389 0.152579
0.074342 0.312783
0.691446 0.107191
0.181459 0.455993
0.293087 0.287213
0.430314 0.248725
0.016056 0.0551834
0.0609286 0.504704
0.00556881 0.142686
0.265638 0.00516099
0.032788 0.0266847
0.00698292 0.314208
0.194999 0.382665
0.53169 0.620665
0.091525 0.11399
0.0970263 0.135757
0.667614 0.488921
0.811458 0.0548279
0.0393762 0.379423
0.887529 0.00180278
0.157982 0.181281
0.166732 0.0285503
0.334227 0.25238
0.112159 0.45767
0.661239 0.420898
0.089751 0.235013
0.465712 0.077513
0.151481 0.0165847
0.991019 0.0234394
0.182564 0.602987
0.238304 0.486607
0.456096 0.133216
0.221208 0.562198
0.183858 0.482821
0.8849 0.531328
0.0330488 0.643013
0.828088 0.0597775
0.119839 0.367515
0.320646 0.221375
0.35418 0.0539286
0.297524 0.119591
0.0302662 0.00378456
0.189523 0.433429
0.0407799 0.041683
0.780304 0.674275
0.29786 0.114215
0.0254864 0.28387
0.54048 0.43231
0.411258 0.80959
0.314975 0.0222021
0.00126005 0.188308
0.0347519 0.0872459
0.136896 0.247284
0.00545531 0.753388
0.0585831 0.457924
0.468219 0.0845134
0.0144435 0.294497
0.233096 0.11481
0.534074 0.0102483
0.129328 0.24172
0.191569 0.0225885
0.225879 0.0273377
0.120949 0.272716
0.143662 0.0325112
0.789693 0.362952
0.969891 0.60657
0.0241895 0.146841
0.0406956 0.0133633
0.411743 0.473326
0.200651 0.147113
0.463271 0.238809
0.693383 0.0320558
0.0951037 0.166234
0.295775 0.00723262
0.318489 0.0369921
0.364416 0.211839
0.292361 0.485865
0.965827 0.491516
0.048991 0.000179654
0.188229 0.354177
0.00650028 0.243275
0.052911 0.241391
0.0848353 0.256694
0.695557 0.0129524
0.149448 0.151464
0.465109 0.0105763
0.542059 0.0551736
